sample_id,tumor_1_normal_2,ARHGEF10L,HIF3A,RNF17,RNF10,RNF11,RNF13,GTF2IP1,REM1,MTVR2,RTN4RL2,C16orf13,C16orf11,FGFR1OP2,TSKS,ATRX,PMM2,LOC100272146,ASS1,NCBP1,ZNF709,ZNF708,RBM14,NCBP2,DISC1,CAMK1,RPL37,SPR,ZNF700,ZNF707,CAMK4,ZNF704,LOC339240,GOLGA6B,RNF115,RNF112,ZC3H14,SPN,HMGCLL1,NACAP1,LRRTM1,GRIN1,RBMY1A3P,DHX8,DHX9,LOC441204,TCOF1,LRRTM3,NUP98,XPC,SLC12A2,GRINA,LRRTM2,NUP93,HAP1,KLRA1,CAMKV,SPPL3,GOLIM4,ZNF646,OPA3,OPA1,RHEB,RAB40C,RAB40B,RAB40A,COL7A1,MDP1,GTSE1,FAM183A,ARFRP1,OVCH1,FAM183B,PSAP,KIAA0831,SPPL2A,SLC46A1,TGFBR2,ITGA8,ITGA9,STK40,MYO3B,ATP2A1,ATP2A2,ATP2A3,ITGA1,ITGA2,ITGA3,ITGA4,ITGA5,ITGA6,ITGA7,TRHR,LOC100132288,DENND4A,DENND4B,DENND4C,SWAP70,RARRES1,LOC100132287,PHLDA3,PHLDA2,TACO1,PMM1,GAP43,NENF,SQLE,MRPL28,LOC100289341,FBXL13,FBXL12,FBXL15,CYP27B1,FBXL17,FBXL16,FAM169A,FAM116B,FAM116A,FAM169B,RALGAPA2,GHDC,H19,SDK2,GRP,TPRN,THSD4,KIAA0895L,CHST9,CHST8,COL4A5,COL4A4,COL4A3,COL4A2,COL4A1,SLC35D2,CHST1,ZNF879,CHST3,CHST2,CHST5,CHST4,CHST7,CHST6,ITGAX,OR8J1,SNORD115-17,BCL2A1,GPSM2,HLCS,NOG,LIPG,ITGAV,HIBCH,ZNF703,ITGAL,ITGAM,LOC286359,HLF,NOV,FAM134C,FAM134B,FAM134A,SERPING1,SMAD9,TRERF1,LOC653501,LRPAP1,LQK1,SMAD6,SMAD7,GOLPH3L,SMAD1,AFTPH,SMAD3,MUS81,AMMECR1L,IL1RAPL1,TMPRSS11B,IGF2R,TMPRSS11D,TMPRSS11F,ZC3H10,RAD21L1,IL1RAPL2,SLC36A3,CKS1B,SLC36A1,ST13,RPL31P11,C14orf115,ZC3H15,TMEM213,C14orf118,ARTN,ART1,HRH3,ART3,HERC2P2,ART5,ART4,LIPG
TCGA-B6-A0I8-01,1,9.3799,1.6733,0,11.465,10.9028,10.9945,12.5636,3.419,0,4.926,9.2622,0,8.9195,0.3926,11.0957,10.5906,6.066,8.0378,10.3439,6.6639,7.0278,10.2708,11.4421,5.934,6.8698,11.9339,11.0651,7.9272,9.8888,3.1909,10.1446,0,0.3926,9.3772,3.0886,8.9093,5.5539,0.9548,6.6049,0,5.0263,0,11.294,12.3721,5.196,9.9553,0.3926,11.3017,10.1221,11.8178,13.3341,2.7955,9.5376,1.6733,4.305,0,10.4822,9.6896,9.8812,8.9833,11.5561,10.2051,9.9815,9.1735,1.9316,6.7544,8.0705,6.7461,0.9548,9.8081,0.7009,0,15.0707,9.7605,10.1855,10.7099,10.7581,6.4222,7.538,10.1955,1.3583,2.3408,12.6939,12.8328,9.014,11.5253,10.8526,7.033,10.7102,9.4487,6.7956,0,6.3795,9.1333,10.0884,10.4755,10.9976,6.0927,7.9547,10.2987,5.6825,9.799,8.8913,3.0345,10.5269,11.6118,9.4775,4.4358,4.2106,8.1548,5.6559,4.9699,9.473,10.3449,8.0582,7.5233,9.5611,0,9.9572,10.4679,12.0803,9.2317,7.2456,9.7129,11.9065,7.3281,4.186,6.8357,8.2213,2.5088,0.3926,12.3698,12.6283,9.2977,6.2372,6.6816,7.7393,5.6825,1.5338,0,4.8498,4.3935,7.44,0,0,0.9548,7.4548,9.7776,1.3583,3.1909,11.8802,8.4241,9.8025,7.7582,7.0484,0,4.8182,5.268,12.1141,11.7155,11.9775,11.3117,4.3935,11.2043,7.3736,10.5732,4.4148,7.0139,10.0362,10.5409,9.1515,11.4707,10.8043,8.9102,10.3073,0,0,11.6973,0,0,8.4175,0,1.5244,0,8.4858,9.5032,12.3955,1.1706,0,10.7201,5.3791,6.89,4.9842,0.7009,0.7009,0,9.1898,3.1909,0,1
TCGA-A7-A4SA-01,1,10.7509,6.0703,0,11.0259,10.7472,9.9563,12.1267,4.178,0.6338,4.97,9.2462,0.6338,8.3702,1.0727,10.6852,10.1012,5.0442,11.1526,9.9674,6.9672,7.6127,10.5166,10.8645,7.0714,7.9945,13.1069,9.9255,8.805,8.7979,4.8646,6.9798,0,2.1077,8.9776,2.9298,9.5959,8.9261,2.1077,6.5915,0,3.8318,0,10.0174,12.2446,4.457,10.0319,1.91,10.6311,10.4277,11.7466,12.6652,4.0873,9.6,4.97,5.1148,0.6338,9.6143,8.8626,9.4748,9.209,10.7149,10.4242,9.673,8.5926,1.681,9.0119,8.218,8.3845,0,10.7078,0,2.1077,15.0509,9.5188,9.6072,9.793,11.2212,5.1148,7.1906,10.5559,2.7041,4.2213,12.1282,11.3494,9.4328,9.3895,10.7986,9.2834,10.8239,9.7783,9.4131,0,8.069,8.3964,9.8772,9.7048,10.2085,8.4011,8.5055,10.3938,6.4439,8.8104,9.599,2.8213,10.3266,10.691,9.3486,5.3476,3.5889,8.4268,8.0239,4.6907,9.0379,9.8525,5.3862,8.5698,9.304,0,9.1359,9.9474,12.203,5.724,6.7625,10.0205,11.5546,8.7264,5.3279,8.3605,10.5135,4.9951,3.9905,13.5359,13.1485,8.4701,8.7451,5.7684,8.3702,7.5673,1.4087,1.0727,5.9975,4.178,9.3449,0,0,5.8942,8.9275,9.5489,1.0727,6.3688,11.6515,9.0348,9.0987,10.1536,8.2655,0,6.7698,6.3199,11.1707,9.984,11.7519,12.5517,4.178,9.3277,6.9672,11.3195,1.4087,7.4853,9.3326,9.0693,9.1653,10.5378,11.1432,9.5014,9.4013,0,0,11.5125,0,0.6338,7.6369,0,2.5765,1.0727,9.0073,8.8015,12.1846,1.681,0,10.1089,5.9596,7.0891,5.4238,0,1.4087,1.681,10.2051,3.9395,1.4087,1
TCGA-E9-A1RC-11,2,9.592,9.1444,1.4583,12.0187,12.2147,11.0042,12.4805,6.2376,0.4325,2.9984,8.1344,0,8.9622,3.3346,11.6515,9.0955,4.0644,12.6483,9.6469,5.6721,6.8405,9.5729,10.8077,7.9579,10.2969,12.8733,9.5973,7.5304,6.9342,3.4313,9.6832,0,1.4583,8.9305,3.6479,10.3243,7.2313,5.0665,6.6173,1.262,0,0,10.061,11.8845,6.6678,9.6777,0,11.3014,10.2973,10.135,12.264,6.2641,9.3156,0.4325,5.4707,0,10.3149,10.3689,8.7207,8.9853,11.2625,10.2038,8.0851,8.3584,1.7853,2.6423,7.2283,4.5029,0,9.0158,0.4325,0,15.3424,9.6899,9.8775,9.7357,14.203,6.9749,9.2917,11.3784,1.0347,2.2765,12.4201,8.5127,12.5261,7.2808,9.4435,7.6137,11.2126,12.2398,13.4362,0,7.4972,9.5345,9.7188,11.1812,11.0518,7.4316,7.4916,11.4347,4.3628,8.5549,9.7297,3.9052,9.797,6.6727,9.5809,6.1761,2.9984,8.4303,6.6224,1.6311,10.2363,2.7209,4.6507,5.7861,9.0973,1.0347,10.0996,8.9305,14.3813,3.8362,0,6.2901,7.854,7.0268,1.0347,3.3346,7.127,6.2641,3.231,15.0539,15.3022,8.0645,5.7952,6.7356,10.37,8.1751,1.4583,1.262,7.5839,1.262,6.8493,0,0,4.9571,7.5471,9.494,2.0517,3.1763,11.9367,10.1341,7.4633,8.1716,9.1009,0,10.4698,9.3477,10.9681,9.6005,11.2368,14.3957,6.6018,7.9852,7.9712,11.1344,5.5589,8.6153,10.1115,9.7033,9.8009,9.9182,10.9296,8.0925,9.9135,1.6311,0,12.8452,0,0,7.9468,0,0.4325,0,9.6031,8.3978,13.1754,1.6311,0.7648,10.4626,0.4325,8.2096,0,0,0.4325,2.6423,9.9378,3.4773,4.1234,1
TCGA-A7-A0DB-11,2,9.953,8.4743,0,11.8456,11.5743,11.0165,12.3628,5.9136,0,3.8989,7.8639,0,9.287,5.4352,11.1137,9.0711,4.9251,12.7287,9.7752,5.974,7.2531,9.5247,10.4931,7.8671,9.916,13.045,9.676,7.7683,7.066,0.5998,9.3281,0,0,8.7268,5.8634,10.0509,7.5475,3.6253,6.3008,0.5998,0,0,9.9915,11.6708,6.1518,9.7083,0.5998,10.9576,10.118,9.08,12.0878,5.2326,9.4405,0.5998,5.1925,0,10.3095,10.5903,8.6895,8.7477,10.7547,10.2405,8.041,7.7545,2.2042,3.741,7.456,6.9078,0,9.1005,0.5998,0,15.8439,9.2882,10.217,10.3894,14.2318,6.7984,9.0951,11.0061,1.0221,2.0331,12.3401,8.5654,11.3063,6.9078,9.3083,7.1759,12.1873,11.3186,12.8193,0,7.4144,9.3095,9.9288,11.1144,11.541,8.6967,8.2386,10.905,4.6271,8.3635,9.6512,7.9775,10.2076,8.1833,9.134,5.1512,3.4321,8.3992,6.7917,2.2042,9.887,1.6144,5.2716,5.6724,9.2025,0,9.7599,9.1821,12.2203,3.9953,2.3572,6.5353,8.8137,7.2809,2.0331,2.2042,6.2528,5.3827,2.2042,14.4284,14.7382,8.6325,5.9858,5.9501,9.9959,8.0689,1.8492,0.5998,8.0854,3.6843,8.2988,0,0,5.2127,9.5669,9.1834,2.4955,3.4994,12.4046,9.2618,7.1729,7.684,10.8195,0,9.0068,10.0183,10.7607,9.4036,11.2418,14.6481,6.6656,9.2386,7.2963,10.93,4.6271,8.0634,9.4889,9.5166,9.3992,9.822,11.2826,8.3012,9.5888,1.0221,0,12.5745,3.3615,1.0221,7.8152,1.3485,0.5998,0,8.9096,10.0439,12.625,3.209,0,10.2275,1.3485,7.7091,3.0385,0.5998,0,2.0331,10.6119,2.8451,4.1289,1
TCGA-AR-A24S-01,1,9.1694,2.9527,0,11.2994,11.9106,10.696,12.7274,4.0217,0.9103,6.2092,8.6677,0,9.2249,2.0787,11.8082,10.097,5.1769,10.4991,10.3628,7.929,8.0488,9.9038,11.6187,7.6855,7.7333,12.6882,8.9321,9.5001,8.2975,4.4275,9.6649,0,0.6656,9.2729,2.3515,10.3115,8.5963,1.8632,6.6534,0.9103,5.2675,0,10.3241,12.6042,5.9671,9.4332,0,11.2302,9.4526,10.014,12.8192,3.493,9.7733,2.1755,4.3876,0.9103,9.825,10.4841,8.3438,8.939,11.3344,10.3632,8.7874,6.2816,1.6097,5.2115,6.7651,8.2344,0.3708,7.856,0,0.6656,16.3083,9.5007,9.8311,9.5304,11.7952,5.6168,7.8115,10.6656,3.3344,1.8632,12.4854,9.1095,10.359,9.8086,10.1941,9.8233,11.7022,11.5548,7.8597,0.3708,8.5909,9.3449,9.7181,10.8636,11.1037,9.6654,7.6011,7.8247,5.4527,8.7278,8.1431,1.1194,9.6753,11.0919,8.968,4.8793,4.7439,8.6698,6.8384,6.6064,8.8121,8.5258,4.5226,6.6365,9.5112,0,10.1039,8.8899,10.4479,8.2442,4.261,7.9784,10.9181,6.9521,2.6499,8.0181,10.3444,6.7934,3.2028,12.9392,13.4997,8.5038,7.783,5.3835,8.605,6.2319,0.9125,3.3344,5.9189,5.6842,10.4871,0,0,7.3208,9.4898,9.7636,1.464,5.3631,12.6702,8.6223,6.8641,9.4135,10.3702,0,7.8377,8.1988,10.6749,9.5983,11.607,12.9519,4.7751,10.115,6.3298,10.6627,4.5943,6.2597,9.4159,10.2961,9.7311,10.8198,9.645,8.6018,10.1078,0.9103,0,12.785,0,0,7.5411,0.3708,1.975,0,9.3318,9.601,12.0343,1.742,0,10.887,1.8632,8.5452,5.5188,0,0,0.6656,8.7807,2.3515,1.8632,1
TCGA-BH-A0H9-11,2,9.4255,9.2676,0,11.9455,12.1199,10.599,12.2354,7.4243,0,4.0512,9.6594,0,8.8879,3.6304,10.1563,8.997,2.3769,13.1976,9.3104,5.6127,6.038,9.811,10.3758,6.7662,11.029,13.7912,10.1631,7.3937,7.3145,0.6774,7.795,0,0,8.2516,4.1024,9.6498,5.595,5.577,7.276,2.3769,0,0,9.6226,11.2158,5.8258,9.5262,1.4841,10.4684,9.9929,8.8207,12.5609,5.5403,9.2321,1.4841,3.8259,0,10.4488,9.0854,8.8188,8.2258,10.1265,10.4213,8.8989,8.7898,0.6774,1.4841,8.054,3.8856,0,10.3719,1.1364,0,15.573,8.7361,9.027,9.3941,13.6797,4.3344,7.4882,11.376,0,2.5344,11.4843,9.7535,10.7527,6.8952,10.3536,5.9416,11.9393,12.031,13.5536,0,9.2912,8.1083,9.3387,9.8662,11.161,7.6519,7.0204,12.3429,5.6127,9.0902,10.7756,4.1024,10.8392,6.5153,10.5305,6.3018,4.6069,8.732,8.8916,1.4841,9.7813,2.9243,5.276,6.6505,8.7741,0,8.5549,9.8028,13.7545,3.5589,0,7.5356,6.924,6.3372,0.6774,3.4836,6.6505,3.7637,0,14.7866,14.4379,8.6001,6.6157,6.1518,9.7585,8.78,2.2113,1.7641,8.9678,1.7641,5.404,0,0,4.0512,6.4152,8.4376,3.0338,2.2001,10.6617,9.8727,8.299,6.2908,7.8964,0,9.4368,8.3423,11.0981,9.7675,11.4624,14.2411,5.2535,7.2871,6.973,11.903,4.836,8.5317,9.3226,9.6083,9.9507,9.5356,10.3647,8.9043,9.4504,0,0,11.9243,0,0,8.2431,0,1.7641,0,9.6901,7.352,12.9119,3.0338,0,10.1031,0,6.782,2.5344,0,0,3.0338,8.6612,4.836,2.5344,1
TCGA-LD-A74U-01,1,10.2461,4.8265,0,11.7214,11.2348,9.9178,12.3007,5.4695,0.4943,6.297,9.4446,0,8.8842,1.3974,10.4683,10.3103,5.6681,10.325,9.5318,7.1072,7.4279,10.3275,10.6609,7.1409,8.4679,13.9414,9.3726,8.8792,8.3713,3.1972,8.076,0.4943,0.4943,9.2771,4.0467,10.0521,7.7516,4.8876,7.141,0,6.2279,0,9.8103,11.9944,5.0387,10.0813,0.8617,11.0809,10.3791,11.8504,12.336,3.6836,9.4764,4.8265,6.3119,0.8617,9.7811,9.8253,9.6257,9.0634,9.9903,9.682,9.7724,8.2448,2.5614,8.4012,7.723,7.5618,2.914,9.8945,0.4943,2.2256,15.7633,9.3762,9.661,9.7762,12.1283,5.5968,7.7947,10.5633,2.3465,3.1972,11.8259,10.1336,9.093,9.8682,11.1792,8.2341,11.4881,11.2049,9.5779,0,9.2647,8.4458,10.303,10.2461,11.092,9.2618,9.5188,10.155,6.2513,8.0451,9.5116,2.914,10.2943,9.8895,9.7798,5.2077,3.3781,8.8152,8.499,6.3913,8.8577,9.2647,6.3267,8.2794,9.2258,0,10.3009,9.8083,13.0874,6.8658,8.4793,11.0666,10.4571,8.9568,5.1087,6.8858,9.8945,4.7844,2.914,13.3913,13.0682,8.2756,7.455,6.6713,9.5894,7.7598,3.5531,2.2256,7.3613,5.4291,10.1039,0,0,6.1219,8.7668,9.2386,3.1972,6.7555,11.8708,8.558,10.3505,8.7808,9.4488,0,8.6794,9.5419,10.7903,8.9464,11.4399,12.7762,5.2393,8.2775,7.4037,11.5706,4.5529,7.1284,9.2618,10.1278,10.2364,10.2854,10.2241,9.7139,9.5443,0.8617,0,11.8607,1.1543,0,8.054,0,2.914,1.1543,9.1829,9.049,12.0436,2.914,0,10.3065,1.3974,7.4882,3.7725,1.9486,0,1.7872,10.3604,4.5017,2.2256,1
TCGA-D8-A1XA-01,1,9.5791,0,0,12.2368,11.5884,10.9019,12.4285,2.5529,0.4913,7.2471,9.3273,0.4913,9.2047,0.4913,11.408,10.6313,5.873,8.85,9.2104,7.4813,7.6097,9.9528,10.7491,6.0398,7.5031,13.4613,8.7838,8.7005,8.2307,2.9812,8.7103,0,4.3556,9.5784,2.0859,9.8293,7.6394,3.3111,6.5152,0,4.7745,0,10.8782,12.1079,5.7369,9.519,0.4913,11.8668,10.3425,9.3318,12.9407,1.7799,9.7902,3.9259,6.1698,0.4913,10.4783,8.989,10.2859,8.954,10.7474,9.9841,10.1668,8.4407,2.0859,6.0688,7.5499,6.4697,3.4244,9.5435,0.4913,0.4913,16.0569,8.8036,10.1265,10.2497,10.0931,5.1654,5.5622,10.2246,6.1535,3.7192,13.0757,7.2624,8.7448,9.8736,10.9583,7.8984,10.0496,9.3245,7.5137,0,7.0314,9.9436,10.0046,10.5942,11.5582,7.1055,8.046,9.0718,7.2624,8.7678,8.7214,2.3382,9.8306,10.3325,9.8504,6.1535,3.1223,8.217,8.0723,7.4039,8.7325,11.6511,6.1369,7.1881,9.573,0,9.6881,10.1359,9.995,5.149,6.1033,9.8542,13.8245,9.2015,1.941,9.6435,10.3834,3.3111,2.0859,11.5411,11.4817,7.8569,4.8576,7.1182,9.4686,5.2136,2.7459,0.4913,3.8055,4.037,8.8449,0,0,5.5745,9.2498,10.3252,2.3382,2.6493,11.5534,8.6284,10.2609,8.6892,9.4628,0,3.9639,5.0287,11.8781,12.4156,11.4945,11.7639,3.3111,9.0354,7.2199,10.3293,2.3382,6.6726,9.4276,10.4337,9.6924,10.607,11.5573,9.1019,9.1314,0,0,12.0933,0.8571,0,8.2917,0,2.2176,0.4913,8.7678,8.046,11.9975,1.1486,0,9.7294,0,7.7738,7.1098,0,0.4913,0,10.0644,1.3911,3.4779,1
TCGA-D8-A1XR-01,1,8.3332,1.7005,0,11.7465,10.9102,10.6002,12.499,3.6148,0,6.4919,9.1034,0.8074,9.0527,0.3219,11.6811,10.3867,5.4919,11.5137,10.3704,6.7483,8.4031,10.0393,10.9574,6.2751,7.8912,13.0813,9.3516,8.6184,7.6796,2.9543,7.1675,0,2.4595,9.9937,1.8074,10.8223,7.1473,4.17,7.0335,0,5.0981,0,10.5822,12.6306,3.8074,10.1505,0,11.698,10.8072,10.9293,11.6529,2.7005,8.8979,4.5236,5.5547,0.585,10.153,9.2397,9.4132,8.9397,11.343,9.8397,9.5128,8.1229,0.3219,5.7616,7.6464,8.16,0.585,9.0782,0.3219,0.585,14.1676,9.6408,9.9973,10.5765,9.9579,4.9426,6.4052,10.0054,1.4595,2.248,12.4826,11.159,10.1791,10.8179,9.9913,8.9014,10.3344,10.8056,6.8674,0,7.0169,9.2916,10.2633,11.0874,10.9111,6.028,7.2809,9.7195,5.3576,8.5019,8.2924,1.8074,9.6619,10.4308,9.3449,5.4758,4.6439,7.8026,7.3642,7.4137,9.8338,10.0567,7.0716,7.9745,10.2059,0,11.0499,10.0328,10.8875,3.833,6.6936,10.6228,12.1801,7.5695,2.0875,6.4052,10.1245,4.0445,0.585,13.6845,14.0009,8.9673,7.2832,7.2622,7.8393,6.4718,0.5874,0.585,5.0876,4.8456,7.4534,0,0,4.6583,9.1298,10.2089,1.17,3.9774,12.0849,8.4326,8.6663,7.8503,8.7986,0,4.3924,5.7749,11.1666,10.2765,11.0576,10.4826,3.1294,8.7229,8.3444,9.9466,4.322,6.4222,8.8941,11.8696,9.5232,11.1706,9.6125,8.7691,9.4295,0.585,0,11.7507,0.3219,0,8.2762,0,0,0.3219,9.5874,8.3366,12.4382,1.8074,0,10.4305,0.8074,7.6743,4.8581,0,0,0.585,8.4849,1.907,0.3219,1
TCGA-A8-A07Z-01,1,10.0013,2.1503,0,12.4945,10.5788,9.8139,12.868,2.6791,0,4.4677,10.5522,2.7857,8.7263,0.9874,10.5455,9.6605,4.2979,8.6366,10.7139,6.0304,5.5298,10.276,10.1921,5.7301,8.9079,13.3951,9.5197,7.6151,7.4053,1.5681,5.808,0,0.5766,9.2509,0.9874,9.7512,7.0729,6.4668,6.8637,0,3.6771,0,10.1352,12.1933,2.6791,10.3146,0,11.1639,10.1515,11.7365,12.5121,1.9811,10.3051,2.1503,4.6196,0.5766,10.9765,8.0676,10.1939,9.2203,9.9776,10.2409,10.4052,7.8967,0.5766,7.3456,7.5666,7.9173,2.885,10.1371,0,0,15.3317,8.0409,9.0382,8.8415,9.4904,3.7839,5.7434,10.6383,1.5681,2.7857,12.8152,11.5389,8.6023,10.1021,11.4934,7.8196,10.8902,11.3915,6.4985,0,6.5372,7.9832,9.6827,10.309,10.0911,5.3847,7.7725,10.3809,9.509,8.962,9.1695,2.4388,12.1276,9.7797,10.6769,6.0625,3.0652,7.8513,8.9888,3.8833,9.8296,9.926,8.3799,8.057,8.8786,0,8.0355,10.4651,10.3568,4.4022,3.3695,11.0033,12.2393,7.7449,1.5681,9.7561,10.3799,1.7894,1.3068,13.2947,13.3368,9.4424,9.7989,6.3587,6.6754,7.0729,2.4453,0,6.2135,4.9297,7.0356,0,0,3.8344,8.8284,10.6838,0.5766,3.8833,10.7837,9.082,11.0648,9.904,8.8061,0,9.8116,6.1747,11.028,11.6706,11.8919,10.9641,2.885,9.2333,6.9693,11.6084,5.2608,5.7565,8.9804,11.2479,9.3968,11.1005,10.167,8.6683,9.1609,6.0731,0,11.3492,0,0,7.8045,1.5681,0.9874,0,10.1633,8.1794,11.9602,2.4388,0,9.8474,0,6.8078,6.3059,0,0.9874,0,7.251,2.3017,0,1
TCGA-E2-A1IJ-01,1,9.8606,1.5493,0,12.0093,11.1076,10.4773,12.3719,4.6671,0,6.1102,9.4213,0,8.83,1.5493,10.7031,10.3869,6.2628,10.7608,9.8992,6.8495,7.6857,9.8731,10.7019,7.8065,8.0596,13.1603,10.0244,8.6034,7.7343,5.1309,7.4303,0,1.5493,9.4388,2.2791,10.1834,8.7375,2.2791,6.8575,0.7157,4.7031,0,10.8143,11.9473,6.4546,10.0622,0,11.0941,10.4438,11.5866,12.0533,4.1456,9.2735,4.3411,5.2574,0,10.4019,10.1512,9.6747,8.9989,10.4149,9.7095,9.7303,8.9226,3.3207,9.0678,7.4177,5.7285,2.0743,9.575,0,0.7157,15.0038,9.3788,9.6181,9.9682,12.1556,4.9922,7.6857,10.189,4.4298,2.6178,12.3219,9.8636,9.9012,10.3107,11.4761,8.9137,11.6652,11.4116,8.634,0,8.7353,8.8482,9.7817,10.2017,11.1313,8.8859,9.2201,10.4357,6.8415,8.8937,8.4971,4.9628,10.6767,9.6519,10.0785,5.909,4.3861,8.4894,7.441,5.8298,9.1104,10.4896,8.3572,7.4727,9.5218,0,9.4388,10.2723,11.6875,7.0019,8.7781,10.0587,11.1453,7.8909,5.5423,7.1786,9.3885,4.9922,2.0743,13.2548,13.3494,8.7908,7.4934,5.6197,9.6995,7.3531,2.6208,0.7157,6.0131,7.0234,9.2432,0,0,5.9841,9.1522,9.5493,2.6178,5.9987,12.1417,8.7887,8.6867,9.8426,9.2928,0,7.2412,9.3379,11.8575,8.641,11.5064,13.5305,5.4177,9.1614,7.4882,10.9036,1.8355,6.8655,9.8263,10.3064,10.1099,10.457,10.002,8.7887,9.611,0.7157,0,11.5156,1.1919,0.7157,8.0671,0,3.5751,0,8.8401,8.9472,11.6637,1.5493,2.2791,10.1803,2.0743,7.5289,5.9841,1.1919,0,0.7157,9.5591,3.2249,1.5493,1
TCGA-GM-A2DH-01,1,9.5769,3.4125,0,11.5975,11.5711,9.9529,12.1862,3.1412,1.0307,5.9115,7.7918,0.3343,9.0148,0,11.3794,9.508,5.5593,9.4379,10.7504,7.3504,7.9629,10.3001,12.0579,6.6583,8.261,13.0737,7.4355,8.6418,7.4398,5.6141,9.9097,0,2.1342,9.4653,3.7566,10.115,9.1528,3.9637,5.8799,0,5.6294,0,10.574,12.8712,3.8378,10.0579,0,11.8295,9.6367,11.1639,11.4576,2.8068,10.2973,1.851,4.5817,0.6055,10.1439,9.6555,9.5808,9.0422,11.6945,9.8936,8.8728,8.4921,1.7428,7.4867,7.8421,9.3356,2.574,8.6152,0,0.8337,15.6165,8.6085,8.6836,9.5329,10.5872,3.8639,6.9702,10.3964,1.6257,3.9146,12.8936,11.2057,9.0942,7.9659,9.2449,9.0579,10.2006,10.4172,6.7148,0.3343,8.2103,9.2858,10.393,10.8671,11.0335,9.3304,7.1922,8.8263,6.4905,8.5644,8.6863,2.2961,10.0972,9.8785,8.9653,6.2596,4.1867,7.9138,7.1156,5.7391,8.6661,5.5593,5.3812,7.205,9.8912,0,9.248,8.6707,9.055,5.9964,8.3203,8.517,8.966,8.5133,5.7034,4.1447,10.8723,7.3201,4.7864,12.3946,12.4744,8.1467,10.9531,6.1789,7.9839,6.8931,2.3045,0.8337,5.6669,5.9964,9.2829,0,0,6.7255,10.5815,8.299,1.204,6.1579,11.6285,9.1906,7.2916,10.2174,8.5241,0,7.2698,4.6731,10.7586,8.8371,11.8051,12.197,5.4257,9.2901,6.5837,10.4754,4.1447,5.7249,8.9675,9.7958,9.1951,10.8564,10.3939,9.5455,9.8543,0,0,12.5599,0.6055,1.6257,7.1102,0,1.4984,0,10.1329,8.6238,11.9108,2.3708,0.3343,10.7846,1.204,7.8565,4.1867,1.3587,0.3343,2.2174,9.4637,3.8639,2.0458,1
TCGA-BH-A0AY-01,1,9.1019,3.9797,0,11.8532,10.7975,9.942,12.8481,5.7438,0,6.607,9.805,1.4533,8.5056,1.204,10.6028,10.8005,2.8246,11.1609,10.233,6.2596,6.3158,9.8771,10.8456,6.9026,7.8591,13.3568,10.4272,7.2169,9.3517,3.6205,8.7925,0,0,9.2348,3.4007,9.7958,8.156,2.7333,6.3774,0,4.6632,0,9.5736,12.2094,5.6595,9.9266,0,10.6072,9.666,9.3603,13.6954,3.6205,9.4044,3.1412,2.2961,2.1624,10.1433,9.7809,9.4401,8.5159,10.3577,10.1577,10.5751,7.9609,0.5206,5.5433,7.5986,6.4933,2.5312,9.4446,0,0,15.5272,8.387,9.4589,8.7875,11.6593,4.3307,6.3623,10.0781,1.4533,3.3401,12.2246,10.62,10.1193,8.3548,9.3137,7.5309,11.8514,10.2629,8.7982,0,7.6598,8.1821,9.4509,9.7767,10.5894,8.4987,7.1871,10.3395,6.0101,9.1622,8.4203,4.2992,10.6674,10.9793,10.3715,6.0859,3.2106,7.878,7.7382,5.4021,8.6136,9.8015,7.7644,7.0087,8.921,0,7.0184,9.365,12.8352,7.1522,4.9536,10.1637,10.4654,7.0626,3.0683,7.5768,9.0341,4.9536,0,14.0194,14.1054,8.1669,8.3121,5.3103,8.2454,6.7303,1.4625,0,6.7537,6.6134,8.6104,0,0,5.9505,8.828,9.7616,2.1624,4.8703,11.5562,8.4203,8.9504,9.2585,8.6264,0,5.6962,6.3392,10.2696,7.5096,11.1587,13.1393,3.2106,7.2378,6.3,11.2382,3.3401,6.8273,9.0614,9.409,10.2408,10.1929,9.83,8.7996,9.3923,0.5206,0,11.5527,1.6658,0,7.2706,0,2.7333,0,9.9071,9.0472,11.9047,1.851,0,10.4061,0.5206,6.5003,5.9094,0,0,0,7.4923,2.6358,2.2961,1
